address;name;type;postcode;phone;email;educational;topics;languages;lat;lon
Lüneburger Str. 14;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;10557;030394 80 391;lueneburgerstrasse@inakindergarten.de;Situationsansatz;;;52.5202407;13.3575044
Kirchstr. 22;EIKITA KLECKERBURG e. V.;Eltern-Initiativ-Kindertagesstätte;10557;0303919187;;;;;52.5236068;13.3496093
Spenerstr. 37;MI-SA-DI gUG (haftungsbeschränkt)gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog;Kindertagesstätte;10557;03063966448;misadi.gug@googlemail.com;Situationsansatz;Interkulturelle Pädagogik;deutsch - arabisch, deutsch - türkisch;52.52337;13.3537121
Calvinstr. 13;Eltern-Initiativ-Kindertagesstätte Regenbogen e.V.;Eltern-Initiativ-Kindertagesstätte;10557;0303935555;subendig@gmail.com;;;;52.52181;13.35079
Paulstr. 20D;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10557;03022635770;spree-kita@evkvbmn.de;;;;52.51827;13.35527
Calvinstr. 16;Jugend- und Sozialwerk gGmbH;Kindertagesstätte;10557;0303948 0196;calvinstrasse-bln@jus-or.de;;;;52.52095;13.35083
Paulstr. 18;fidea Bildung gGmbH;Kindertagesstätte;10557;03021092038;fideabildung@gmail.com;;;;52.5204151;13.35549
Invalidenstr. 103 a;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;10557;01763505160;charite-berlin@froebel-gruppe.de;;;;52.5262025;13.3681369
Bochumer Str. 11;Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.;Eltern-Initiativ-Kindertagesstätte;10555;0303922126;info@ekt-flocke.de;;;;52.52188;13.33807
Bochumer Str. 2;Kirschkern e.V.;Eltern-Initiativ-Kindertagesstätte;10555;399 40 32;;Situationsansatz;;;52.5246181;13.3377206
Wikingerufer 9;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10555;0303912489;erloeser-kita@evkvbmn.de;;;;52.52208;13.33048
Elberfelder Str. 18;Frecher Spatz e.V.;Eltern-Initiativ-Kindertagesstätte;10555;391 45 40;;Situationsansatz;;;52.52171999999999;13.33556
Elberfelder Str. 19;Frecher Spatz e.V.;Eltern-Initiativ-Kindertagesstätte;10555;03076213750;silke.berlin@live.de;;;;52.5214686;13.3357247
Jagowstr. 28;Frecher Spatz e.V.;Eltern-Initiativ-Kindertagesstätte;10555;0303916129;;Situationsansatz;;;52.5235089;13.3340484
Siegmunds Hof 17 a;Studentenwerk Berlin;Kindertagesstätte;10555;030939398480;kitaudk-tu@studentenwerk-berlin.de;;;;52.5156457;13.3358437
Elberfelder Str. 28;MetropolitanKids UG (haftungsbeschränkt);Kindertagesstätte;10555;03049089209;kita-Apfelkern@gmx.de;Situationsansatz;Natur- und Umweltpädagogik;;52.52245;13.33632
Jagowstr. 10 - 11;Frecher Spatz e.V.;Kindertagesstätte;10555;03032304860;;;;;52.5219;13.33415
Jagowstr. 18;Fokus plus gGmbH;Kindertagesstätte;10555;030;;;;;52.523236;13.3340183
Hansa-Ufer 3A;Kindergärten City;Kindertagesstätte;10555;03034620664;Kita.Hansaufer3@ba-fk.berlin.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.51933;13.33671
Ottostr. 16;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10555;0303927979;otto-kita@evkvbmn.de;;;;52.5259931;13.3356062
Rostocker Str. 26;HadeWe-Integra gemeinnützige GmbH;Kindertagesstätte;10553;03039480386;;;;;52.53196639999999;13.326885
Huttenstr. 21;GFBE gGmbH- Gesellschaft für Bildung und Erziehung;Kindertagesstätte;10553;03034507967;kitaelfenbein@web.de;Situationsansatz;;;52.52862;13.31914
Huttenstr. 31;Arche Moabit e.V.;Eltern-Initiativ-Kindertagesstätte;10553;349 58 38;;;;;52.52981;13.31563
Erasmusstr. 7A;HadeWe-Integra gemeinnützige GmbH;Kindertagesstätte;10553;0303957629;hadewe-berlin@gmx.de;;;;52.52659999999999;13.32624
Rostocker Str. 28;Forum für Bildung und Erziehung(FBE) gGmbH;Kindertagesstätte;10553;03060609369;elfenblume@fbe-berlin.de;Sonstiges;;;52.5322896;13.3269003
Huttenstr. 22A;Kindergärten City;Kindertagesstätte;10553;0303443521;Kita.Huttenstr22a@ba-fk.berlin.de;Situationsansatz;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung;;52.5287406;13.3186456
Rostocker Str. 32A;Jugend- und Sozialwerk gGmbH;Kindertagesstätte;10553;0303948 0513;sprachwelt-bln@jus-or.de;Situationsansatz;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.53183689999999;13.3258349
Emdener Str. 11 -13;Kindergärten City;Kindertagesstätte;10551;03039408573;Kita.Emdener11@ba-fk.berlin.de;Situationsansatz;Gesundheit;;52.5293554;13.3341465
Emdener Str. 28;Forum Soziale Dienste Kita I GmbH;Kindertagesstätte;10551;0303951367;Kita.moa@forum-soziale-dienste.de;;;;52.5323267;13.3345967
Waldstr. 42;Olle Burg e.V.;Kindertagesstätte;10551;030395 89 58;mail@olleburg.de;;;;52.53055;13.3305
Waldstr. 23;SOS-Kinderdorf e.V.;Kindertagesstätte;10551;03033099340;kristina.strack@sos-kinderdorf.de;Situationsansatz;Gesundheit;;52.53174;13.33204
Siemensstr. 10;MiniKitas First gGmbH;Kindertagesstätte;10551;03039880470;info@minikitasfirst.de;;;;52.5326074;13.332315
Emdener Str. 47;Pädagogisches Arbeitskollektiv e.V.;Kindertagesstätte;10551;396 20 71;;;;;52.5298563;13.3337791
Waldstr. 41;Fokus plus gGmbH;Kindertagesstätte;10551;03020679347;mail@olleburg.de;;;;52.53068589999999;13.3310387
Emdener Str. 56;Die Bärenbande e. V.;Eltern-Initiativ-Kindertagesstätte;10551;03043056928;diebarenbande@yahoo.de;Situationsansatz;;;52.52797;13.3325
Waldstr. 15;Ali Baba e.V.;Eltern-Initiativ-Kindertagesstätte;10551;396 26 64;;;;;52.52983;13.33183
Bredowstr. 27A;Orte für Kinder GmbH;Kindertagesstätte;10551;0303989 5301;kita-fantasia@ortefuerkinder.de;;;;52.5319437;13.339767
Seelower Str. 21;Stiftung Pro Gemeinsinn gGmbH;Kindertagesstätte;10439;030030-200 764 77;;;;;52.5527433;13.4105174
Czarnikauer Str. 21;Camino-Dein Weg GmbH;Kindertagesstätte;10439;03091900704;schatzsuche@camino-berlin.de;Situationsansatz;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5532152;13.4072769
Wisbyer Str. 36 - 37;Cheburashka gGmbH;Kindertagesstätte;10439;03095619222;wisbyer@kitacheburashka.de;Situationsansatz;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung;deutsch - englisch;52.5517268;13.4123013
Driesener Str. 24;Forum Soziale Dienste GmbH;Kindertagesstätte;10439;0304454368;kita.drieselmaeuse@forum-soziale-dienste.de;;;;52.55175999999999;13.40524
Stahlheimer Str. 27;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;10439;030030-445 71 94;prenzlzwerge@humanistischekitas.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.549067;13.4209797
Erich-Weinert-Str. 33;Kindergärten NordOst;Kindertagesstätte;10439;0304454055;kindergarten.erich-weinert-strasse@kigaeno.de;Körper und Bewegung;;;52.5512401;13.4192723
Dunckerstr. 14;Basisgemeinde Prenzlauer Berg e.V.;Kindertagesstätte;10439;03044739712;kita@basisgemeinde.de;Ansatz von Emmi Pikler;Ästhetische Bildung (Musik und Kunst), Körper und Bewegung;;52.5517268;13.4123013
Dunckerstr. 77;SONNENBURG Soziale Dienste gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;10439;03050596284;bazubakaminka@sonnenburg-berlin.de;;;;52.5517268;13.4123013
Schönhauser Allee 165;Kindergärten NordOst;Kindertagesstätte;10439;0304481659;kindergarten.schoenhauser-allee@kigaeno.de;Situationsansatz;;;52.5517268;13.4123013
Dunckerstr. 90A;Das China Büro e. V.;Eltern-Initiativ-Kindertagesstätte;10439;03047386609;kita@daschinabuero.org;;;;52.5517268;13.4123013
Seelower Str. 3;ej jardin de Mafalda e. V.;Eltern-Initiativ-Kindertagesstätte;10439;017672555089;eljardindemafalda@t-online.de;Situationsansatz;;deutsch - spanisch;52.5506118;13.4105922
Dänenstr. 17 - 18;Katholische Kirchengemeinde Heilige Familie;Kindertagesstätte;10439;0304456470;kita-st.augustinus@gmx.de;Religionspädagogik;;;52.5500515;13.4070534
Gudvanger Str. 12;Drachenreiter gemeinnützige GmbH;Kindertagesstätte;10439;03012029698;kita-dh@drachenreiter.berlin;Ansatz von Emmi Pikler;Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.54818;13.42294
Erich-Weinert-Str. 64;Libelle e. V.;Eltern-Initiativ-Kindertagesstätte;10439;03044715620;Libelle-e.V@web.de;Montessori-Pädagogik;;;52.5491654;13.424177
Dunckerstr. 21;Kunter - Bund e.V.;Eltern-Initiativ-Kindertagesstätte;10439;445 22 97;;;;;52.5517268;13.4123013
Schönhauser Allee 104;Stephanus Bildung gGmbH;Kindertagesstätte;10439;0304457048;brigitte.tedeski@stephanus-stiftung.de;;;;52.55274319999999;13.4137927
Dänenstr. 4;kribbel krabbel e.V.;Kindertagesstätte;10439;03084 85 75 11;;;;;52.5499461;13.4120579
Dänenstr. 8;Jugendwerk Aufbau Ost JAO gGmbH;Kindertagesstätte;10439;0304454600;kita-zum-klingenden-baeumchen@jao-berlin.de;Situationsansatz;;deutsch - spanisch;52.5500917;13.4106103
Schivelbeiner Str. 43 /44;Kinderladen Bullerbü e. V.;Eltern-Initiativ-Kindertagesstätte;10439;00490151/21168204;kinderladen.bullerbue@googlemail.com;Situationsansatz;;;52.55034999999999;13.41145
Tegnerstr. 1 Ecke Bornholmer Straße 11;SONA - Soziale Nachbarschaft für betreutes Wohnen gGmbH;Kindertagesstätte;10439;03044716872;kita@sona-ggmbh.de;Situationsansatz;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5541586;13.4099069
Dunckerstr. 74;Edgar Berlin gGmbH;Kindertagesstätte;10439;03023930308;;;;;52.5517268;13.4123013
Wichertstr. 24;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;10439;03074749796;berlin-kids-kita@pfefferwerk.de;Ansatz von Emmi Pikler, Situationsansatz;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;deutsch - englisch;52.5478767;13.4220132
Paul-Robeson-Str. 12;KUBIBE Berlin gGmbH;Kindertagesstätte;10439;030030 4458817;frechefruechtchen@kubibe.berlin;Sonstiges;Integration von Kindern mit Behinderung;;52.55262070000001;13.4094252
Scherenbergstr. 1;KLAX Berlin gGmbH;Kindertagesstätte;10439;0304479 3362;regentropfenhaus@klax-krippe.de;;;;52.5497;13.41931
Schönhauser Allee 182;Katholische Kirchengemeinde Herz Jesu;Kindertagesstätte;10439;03044389415;kita@herz-jesu-kirche.de;;;;52.5510701;13.4141435
Schivelbeiner Str. 12;Kindergärten NordOst;Kindertagesstätte;10439;0304445108;kindergarten.schivelbeiner-strasse@kigaeno.de;Situationsansatz;;;52.55173000000001;13.4068
Paul-Robeson-Str. 30;PIDA e. V.;Eltern-Initiativ-Kindertagesstätte;10439;03035122405;info@pidakinder.de;;;;52.5527289;13.4049186
Wichertstr. 57;Familien-Fenster e. V.;Kindertagesstätte;10439;03034393444;info@freche-fledermaeuse.de;Situationsansatz;;;52.5480801;13.42292
Dunckerstr. 25;Kila Kindertraum PrenzlBerg e. V.;Eltern-Initiativ-Kindertagesstätte;10439;03048826202;;;;;52.5517268;13.4123013
Dänenstr. 22;Kindergärten NordOst;Kindertagesstätte;10439;0304457446;kindergarten.daenenstrasse@kigaeno.de;;;;52.5499791;13.4050774
Tegnerstr. 8;FREUDE Kindergärten gemeinnützige GmbH;Kindertagesstätte;10439;03054714255;info@freude-kita.berlin;Situationsansatz, Sonstiges;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5545209;13.4097092
Kuglerstr. 40;Katholische Kirchengemeinde Heilige Familie;Kindertagesstätte;10439;0304441216;kita.heilige.familie@t-online.de;;;;52.55170469999999;13.4203449
Paul-Robeson-Str. 8;Pünktchen gGmbH;Kindertagesstätte;10439;03075527372;info@puenktchen-kindergarten.de;Situationsansatz;;;52.55257;13.41105
Stavangerstr. 6;Bürgerhaus e.V.;Kindertagesstätte;10439;030030 44650224;schabernack@buergerhaus-ev.de;Ansatz von Emmi Pikler, Situationsansatz;Integration von Kindern mit Behinderung;;52.5551;13.4092344
Pappelallee 40;Kindergärten NordOst;Kindertagesstätte;10437;030814048740;kindergarten.pappelallee40@kigaeno.de;;;;52.54719979999999;13.4189788
Kopenhagener Str. 39;Zwergenbaude e.V.;Kindertagesstätte;10437;03068913118;zwergenbaude@hotmail.de;Situationsansatz;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5483688;13.4014327
Raumerstr. 19;KiBa e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03048814706;KIBA10437@googlemail.com;;;;52.5414462;13.4223498
Pappelallee 41A;Kindergärten NordOst;Kindertagesstätte;10437;03044650206;Kindergarten.pappelallee@kigaeno.de;;;;52.54698;13.41965
Lychener Str. 55;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;10437;03041722357;kritzelknirpse@pfefferwerk.de;Ansatz von Emmi Pikler, Situationsansatz;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung;;52.5449889;13.418438
Schliemannstr. 42;Interkulturelle Kindheit gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;10437;0176 99390881;office@interkulturelle-kindheit.org;;;;52.54188;13.41723
Eberswalder Str. 11;NETZWERK SPIEL/KULTUR Prenzlauer Berg e. V.;Kindertagesstätte;10437;0304484450;masore.barz@netzwerkspielkultur.de;Situationsansatz;;;52.54105;13.40786
Stargarder Str. 19;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;10437;030;;;;;52.5458284;13.4193906
Greifenhagener Str. 33;SEHstern e.V.;Kindertagesstätte;10437;03040574343;sehsterntaler@sehstern-ev.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.5496048;13.4168857
Lychener Str. 66;Hoppetosse-Berlin e.V.;Eltern-Initiativ-Kindertagesstätte;10437;03044036690;vorstand@ekt-hoppetosse-berlin.de;;;;52.5454358;13.4196753
Stargarder Str. 62;Aramsamsam Berlin e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03060961266;kindergarten1@aramsamsam-berlin.de;Montessori-Pädagogik;Ästhetische Bildung (Musik und Kunst);;52.54537939999999;13.4208419
Greifenhagener Str. 35;Spaceys Kindergärten GmbH;Kindertagesstätte;10437;03036465613;info@spaceys.de;Situationsansatz, Sonstiges;Natur- und Umweltpädagogik;;52.5496134;13.4168928
Greifenhagener Str. 48;CT Toddler Berlin gUG(haftungsbeschränkt);Kindertagesstätte;10437;03089401850;;;;;52.5486154;13.4162336
Lettestr. 8;Kinderschlummerland gGmbH;Eltern-Initiativ-Kindertagesstätte;10437;03044719399;kitalette@gmx.de;Reggio-Pädagogik;Integration von Kindern mit Behinderung;;52.5437853;13.4183119
Göhrener Str. 11;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10437;030442 24 05;elias-kita@evkvbmn.de;;;;52.5407413;13.420807
Greifenhagener Str. 14;billabong 02 e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03033850082;info@kita-billabong.de;Montessori-Pädagogik, Situationsansatz;;;52.5467764;13.4151458
Ahlbecker Str. 11A;Camino-Dein Weg GmbH;Kindertagesstätte;10437;03054714590;kiwi@camino-berlin.de;Situationsansatz;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.54503;13.42345
Korsörer Str. 10;Erzieher/innen-Elterninitiativkindertagesstätte Sausebrause e.V.;Eltern-Initiativ-Kindertagesstätte;10437;03048623393;e.e.k.t.sausebrause@t-online.de;Reggio-Pädagogik, Situationsansatz;;;52.54790999999999;13.40183
Schwedter Str. 29 - 36;Kinder Sorpresa e.V.;Eltern-Initiativ-Kindertagesstätte;10437;0304849 3634;leitung@kitakindersorpresa.de;bilingual (deutsch-spanisch), Integration von Kindern mit Behinderung, Montessori-Pädagogik, Situationsansatz;;;52.5455109;13.4072944
Cantianstr. 15;Folli Folletti e.V.;Eltern-Initiativ-Kindertagesstätte;10437;030;;bilingual (deutsch-italienisch);;;52.54599;13.41073
Cantianstr. 23;Stadt und Waldkinder e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03047375364;info@stadt-und-waldkinder.de;Situationsansatz, Sonstiges;Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5466276;13.4097034
Kopenhagener Str. 65;EKT Josephine e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03044012685;info@kilajosephine.de;;;;52.5490072;13.4085717
Sonnenburger Str. 57;Integrationskindertagesstätte Prenzlauer Berg Pustekuchen e. V.;Eltern-Initiativ-Kindertagesstätte;10437;0304422769;pustekuchen57@gmail.com;;;;52.54653;13.40684
Schliemannstr. 44;Kinderladen Prenzlpanther e. V.;Eltern-Initiativ-Kindertagesstätte;10437;4404 6508;;Situationsansatz;;;52.5413773;13.4172921
Stargarder Str. 19;Kirschkern e.V.;Kindertagesstätte;10437;0304519002;;Situationsansatz;;;52.5458284;13.4193906
Greifenhagener Str. 2;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10437;030445 55 84;gethsemane-kita@evkvbmn.de;;;;52.5446502;13.4148041
Schliemannstr. 47;Dörner & Schmidt GbR;Kindertagesstätte;10437;03046998549;;;;;52.5410635;13.4167928
Gaudystr. 9;Grashüpfer e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03044312682;;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung, Natur-und Umweltpädagogik;;;52.54669;13.41052
Göhrener Str. 3;Kinderschlummerland gGmbH;Kindertagesstätte;10437;03048495738;goehrenerstr@web.de;Reggio-Pädagogik;;;52.5411634;13.4214814
Schliemannstr. 33;10 Vorne e. V.;Eltern-Initiativ-Kindertagesstätte;10437;0304365 9863;mail@10-vorne.de;Situationsansatz;;;52.5438875;13.4195862
Korsörer Str. 19;Edgar Berlin gGmbH;Kindertagesstätte;10437;03052668662;;;;;52.5476788;13.4030032
Gaudystr. 10;Stadt und Waldkinder e. V.;Kindertagesstätte;10437;03047375364;info@stadt-und-waldkinder.de;Situationsansatz, Sonstiges;Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.54653;13.40935
Sonnenburger Str. 54;Zebra International Kindergarten e. V.;Eltern-Initiativ-Kindertagesstätte;10437;4404 1109;;bilingual (deutsch-englisch), Montessori-Pädagogik;;;52.54642250000001;13.4076808
Korsörer Str. 4;Aramsamsam Berlin e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03095619730;kindergarten2@aramsamsam-berlin.de;Montessori-Pädagogik;Ästhetische Bildung (Musik und Kunst);;52.54775799999999;13.4038948
Lettestr. 4 - 5;Hanna gGmbH Kita-Trägerschaften;Kindertagesstätte;10437;0304455286;lette@hanna-ggmbh.de;Situationsansatz;;;52.5455109;13.4072944
Greifenhagener Str. 29;Remmi Demmi gemeinnützige GmbH;Kindertagesstätte;10437;03076219289;info@kita-remmi-demmi.de;Reggio-Pädagogik;;;52.5516251;13.4188974
Lychener Str. 76;Mischpoke e.V.;Eltern-Initiativ-Kindertagesstätte;10437;40574549;vorstand.mischpoke@gmx.de;Situationsansatz;;;52.5462848;13.4210513
Lychener Str. 21;Deutsch-Französische Kita Domino e. V.;Eltern-Initiativ-Kindertagesstätte;10437;03048623280;;;;;52.5425;13.41522
Fürstenberger Str. 4;Kindergärten City;Kindertagesstätte;10435;0304496657;Kita.Fuerstenberger@ba-fk.berlin.de;Sonstiges;;;52.53717100000001;13.4047466
Oderberger Str. 27;Kinderladen Prenzlauer Berg e.V.;Eltern-Initiativ-Kindertagesstätte;10435;4404 9295;;;;;52.54038000000001;13.4062
Kollwitzstr. 16;Treinta Lobitos e. V.;Eltern-Initiativ-Kindertagesstätte;10435;4849 2049;;Situationsansatz;;;52.53845190000001;13.4096184
Rheinsberger Str. 34 - 35;Kinder im Kiez gGmbH;Kindertagesstätte;10435;030449 34 59;rheinsbergerstrasse@kinder-im-kiez.de;;;;52.53878;13.40412
Griebenowstr. 16;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;10435;030449 04 16;zion-kita@evkvbmn.de;;;;52.53552680000001;13.4048357
Knaackstr. 53  I/II;Hanna gGmbH Kita-Trägerschaften;Kindertagesstätte;10435;0304422637;leitung@hanna-ggmbh.de;Situationsansatz;;;52.53845190000001;13.4096184
Knaackstr. 27;Kindergärten NordOst;Kindertagesstätte;10435;0304427643;kindergarten.knaackstrasse@kigaeno.de;;;;52.53845190000001;13.4096184
Hagenauer Str. 1B;Waldorfkindergarten Wurzelwerk e. V.;Eltern-Initiativ-Kindertagesstätte;10435;4849 1958;buero@waldorfkindergarten-wurzelwerk.de;Waldorfpädagogik;;;52.5388696;13.4165718
Oderberger Str. 50;Quasselstrippe e. V.;Eltern-Initiativ-Kindertagesstätte;10435;448 80 54;info@kita-quasselstrippe.de;Situationsansatz;;;52.53874;13.40855
Rheinsberger Str. 56;Musikkindergarten Sternenklanggemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;10435;03048496222;info@kita-sternenklang.de;Sonstiges;;;52.53788890000001;13.4003896
Kollwitzstr. 60;Kindergärten NordOst;Kindertagesstätte;10435;0304421791;kindergarten.kollwitzstrasse@kigaeno.de;Situationsansatz;;;52.53561;13.41794
Husemannstr. 12;Wald & Wiesen e. V.;Eltern-Initiativ-Kindertagesstätte;10435;;;Natur-und Umweltpädagogik;;;52.5378;13.41796
